,bed,bath,acre_lot,zip_code,house_size,price,prev_sold_year,latitude,longitude,county
391,2.0,2.0,0.11,6074.0,1368.0,239900.0,2018.0,41.83809,-72.577836,12.0
392,3.0,2.0,0.45,6074.0,1416.0,299900.0,2017.0,41.83809,-72.577836,12.0
393,5.0,3.0,1.1,6074.0,4081.0,489900.0,2006.0,41.83809,-72.577836,12.0
394,2.0,2.0,0.11,6074.0,1300.0,275000.0,2013.0,41.83809,-72.577836,12.0
396,5.0,4.0,0.89,6074.0,2521.0,469900.0,2016.0,41.83809,-72.577836,12.0
397,2.0,1.0,0.11,6074.0,842.0,155000.0,2015.0,41.83809,-72.577836,12.0
398,2.0,2.0,0.11,6074.0,1300.0,279000.0,2009.0,41.83809,-72.577836,12.0
399,3.0,3.0,0.36,6074.0,1344.0,299900.0,2013.0,41.83809,-72.577836,12.0
401,3.0,3.0,0.59,6074.0,1376.0,324900.0,1994.0,41.83809,-72.577836,12.0
402,1.0,1.0,0.11,6074.0,763.0,119000.0,2014.0,41.83809,-72.577836,12.0
405,3.0,1.0,1.6,6074.0,1152.0,225000.0,2010.0,41.83809,-72.577836,12.0
406,3.0,2.0,0.38,6074.0,1284.0,389900.0,2001.0,41.83809,-72.577836,12.0
407,1.0,1.0,0.11,6074.0,780.0,112000.0,1993.0,41.83809,-72.577836,12.0
408,2.0,3.0,0.11,6074.0,1300.0,295000.0,2015.0,41.83809,-72.577836,12.0
409,2.0,3.0,0.11,6074.0,1316.0,279900.0,2005.0,41.83809,-72.577836,12.0
410,4.0,4.0,0.51,6074.0,2538.0,370000.0,2004.0,41.83809,-72.577836,12.0
411,5.0,3.0,1.7,6074.0,3400.0,499900.0,2009.0,41.83809,-72.577836,12.0
412,3.0,2.0,0.62,6074.0,1092.0,289000.0,2012.0,41.83809,-72.577836,12.0
414,1.0,1.0,0.11,6074.0,780.0,130000.0,2007.0,41.83809,-72.577836,12.0
418,3.0,3.0,0.48,6074.0,1872.0,369900.0,2020.0,41.83809,-72.577836,12.0
420,2.0,2.0,0.11,6074.0,1969.0,475000.0,2007.0,41.83809,-72.577836,12.0
421,3.0,2.0,0.66,6074.0,2313.0,439000.0,2004.0,41.83809,-72.577836,12.0
422,3.0,2.0,0.68,6074.0,1600.0,349900.0,2012.0,41.83809,-72.577836,12.0
423,3.0,4.0,0.11,6074.0,1848.0,375000.0,2003.0,41.83809,-72.577836,12.0
424,4.0,4.0,0.9,6074.0,3520.0,719000.0,1988.0,41.83809,-72.577836,12.0
426,3.0,2.0,0.4,6074.0,1860.0,389000.0,2007.0,41.83809,-72.577836,12.0
427,1.0,1.0,0.11,6074.0,1130.0,139900.0,2007.0,41.83809,-72.577836,12.0
429,3.0,1.0,0.61,6074.0,912.0,244900.0,2019.0,41.83809,-72.577836,12.0
435,3.0,2.0,0.63,6074.0,1152.0,227000.0,2018.0,41.83809,-72.577836,12.0
437,2.0,2.0,1.58,6074.0,1040.0,339900.0,2019.0,41.83809,-72.577836,12.0
438,2.0,2.0,0.11,6074.0,1300.0,234900.0,2002.0,41.83809,-72.577836,12.0
440,1.0,1.0,0.11,6074.0,1130.0,127900.0,2007.0,41.83809,-72.577836,12.0
443,3.0,2.0,0.46,6074.0,2080.0,368000.0,2022.0,41.83809,-72.577836,12.0
444,2.0,4.0,0.11,6074.0,1316.0,279900.0,2015.0,41.83809,-72.577836,12.0
445,2.0,2.0,0.11,6074.0,1105.0,165000.0,1995.0,41.83809,-72.577836,12.0
446,4.0,3.0,0.92,6074.0,3123.0,669000.0,2019.0,41.83809,-72.577836,12.0
448,4.0,3.0,1.2,6074.0,2553.0,449900.0,2020.0,41.83809,-72.577836,12.0
451,3.0,3.0,0.92,6029.0,1960.0,349900.0,2010.0,41.914149,-72.445568,15.0
452,3.0,2.0,0.26,6029.0,1174.0,248900.0,2008.0,41.914149,-72.445568,15.0
455,3.0,2.0,8.8,6029.0,1152.0,154900.0,2004.0,41.914149,-72.445568,15.0
456,3.0,2.0,1.05,6029.0,1152.0,134500.0,2019.0,41.914149,-72.445568,15.0
462,4.0,2.0,0.48,6029.0,2500.0,219900.0,2016.0,41.914149,-72.445568,15.0
463,2.0,2.0,0.11,6029.0,930.0,136000.0,2007.0,41.914149,-72.445568,15.0
465,3.0,2.0,0.17,6029.0,2028.0,185000.0,2006.0,41.914149,-72.445568,15.0
466,2.0,2.0,0.1,6029.0,1306.0,389900.0,1994.0,41.914149,-72.445568,15.0
467,3.0,2.0,0.96,6029.0,1152.0,127500.0,2021.0,41.914149,-72.445568,15.0
469,3.0,2.0,0.69,6029.0,954.0,275000.0,2004.0,41.914149,-72.445568,15.0
471,4.0,3.0,1.34,6029.0,2850.0,629900.0,2021.0,41.914149,-72.445568,15.0
472,4.0,2.0,0.69,6029.0,1470.0,279900.0,2017.0,41.914149,-72.445568,15.0
473,2.0,2.0,0.11,6029.0,816.0,160000.0,2018.0,41.914149,-72.445568,15.0
474,3.0,2.0,0.97,6029.0,1152.0,99900.0,2006.0,41.914149,-72.445568,15.0
