,bed,bath,acre_lot,zip_code,house_size,price,prev_sold_year,latitude,longitude,county
388,4.0,3.0,0.08,7003.0,1500.0,428888.0,1991.0,40.809128,-74.187155,3.0
389,2.0,2.0,0.09,7003.0,1156.0,499000.0,2005.0,40.809128,-74.187155,3.0
391,3.0,2.0,0.08,7003.0,1280.0,425000.0,2020.0,40.809128,-74.187155,3.0
393,4.0,3.0,0.11,7003.0,1500.0,450000.0,2002.0,40.809128,-74.187155,3.0
394,3.0,2.0,0.08,7003.0,1500.0,385900.0,2022.0,40.809128,-74.187155,3.0
396,6.0,4.0,0.11,7003.0,2750.0,585000.0,2022.0,40.809128,-74.187155,3.0
398,3.0,2.0,0.08,7003.0,1500.0,359000.0,2022.0,40.809128,-74.187155,3.0
399,5.0,3.0,0.12,7003.0,1500.0,449988.0,2016.0,40.809128,-74.187155,3.0
400,2.0,1.0,0.06,7003.0,1500.0,269900.0,1996.0,40.809128,-74.187155,3.0
401,5.0,4.0,0.13,7003.0,2100.0,475000.0,2010.0,40.809128,-74.187155,3.0
402,2.0,2.0,0.15,7003.0,1500.0,359000.0,2018.0,40.809128,-74.187155,3.0
403,2.0,1.0,1.56,7003.0,1500.0,271000.0,2014.0,40.809128,-74.187155,3.0
404,4.0,3.0,0.13,7003.0,1500.0,539999.0,2006.0,40.809128,-74.187155,3.0
406,1.0,1.0,0.01,7003.0,563.0,176900.0,2016.0,40.809128,-74.187155,3.0
407,2.0,2.0,0.19,7003.0,1500.0,419900.0,2004.0,40.809128,-74.187155,3.0
409,4.0,2.0,0.2,7003.0,1865.0,449000.0,1994.0,40.809128,-74.187155,3.0
412,6.0,5.0,0.27,7003.0,1500.0,850000.0,2014.0,40.809128,-74.187155,3.0
413,2.0,3.0,0.11,7003.0,1709.0,399000.0,2015.0,40.809128,-74.187155,3.0
415,3.0,2.0,0.08,7003.0,1500.0,545000.0,1999.0,40.809128,-74.187155,3.0
416,5.0,3.0,0.09,7003.0,1500.0,650000.0,1993.0,40.809128,-74.187155,3.0
417,3.0,3.0,0.19,7003.0,1500.0,369900.0,2021.0,40.809128,-74.187155,3.0
419,3.0,4.0,0.06,7003.0,1500.0,650000.0,1997.0,40.809128,-74.187155,3.0
421,3.0,2.0,0.14,7003.0,1500.0,459000.0,2016.0,40.809128,-74.187155,3.0
422,3.0,3.0,0.11,7003.0,1500.0,395000.0,2016.0,40.809128,-74.187155,3.0
